Id,Predicted
5895,0.2914393698985672
5172,0.32675407405506574
6207,0.4426291635597509
7122,0.5127999992635629
7067,0.4603197734313099
6173,0.43276614358718524
6705,0.46419729655579556
5889,0.4559548764532324
5036,0.5452293660986192
6142,0.45129403842942484
6938,0.48563400775867793
5932,0.5188935498996204
5398,0.449658464201251
6855,0.28613715224890957
6632,0.4712140604588164
5358,0.4677965759323842
5674,0.4874483845157743
5384,0.4530716695179038
5589,0.45404463472090617
5042,0.4918328572919167
6095,0.2985839205638039
7049,0.4530317300043808
6075,0.4874914863711489
6878,0.4896529105742431
5790,0.5296445750949079
5532,0.4613046138046266
6118,0.4368685889651892
6442,0.4870704867468486
6554,0.5294024105336202
5973,0.5208866267737506
5043,0.44046962639365483
7195,0.48805241882432115
6746,0.4755049817129511
6793,0.43302745526479924
5940,0.4063375140364107
5584,0.28934762308278217
5669,0.4383723485512112
7286,0.47087725830874205
5992,0.4477873870076452
6278,0.4651265046436198
6196,0.4979627900719322
6052,0.3133000767207039
5354,0.4683930305973949
6076,0.44964020234153956
5134,0.46537027340941606
6147,0.493123975739589
6237,0.533719632749514
5245,0.47682627346097517
5582,0.3994114145959283
6508,0.48589442002295224
4968,0.4750833715987244
6571,0.4188561062298849
5419,0.5109344056363243
6377,0.3162864912195025
6562,0.48360069165428343
6913,0.4446603994524714
6014,0.4644550924566623
5556,0.5027915465760366
6346,0.5011729443824484
6310,0.43895698220165524
6763,0.531796676758971
7051,0.4584444633291771
5117,0.4868307197624764
6338,0.5013039996409554
5719,0.4775612946026587
7181,0.42760766051051824
7264,0.4720349119718841
5343,0.4424071256130726
7277,0.43744533403279273
6468,0.46767200844853907
7037,0.45765638145493703
5782,0.45396247528691
5930,0.45085022786850415
6791,0.49112719078792
5332,0.29075298335891686
5491,0.5266543416103389
7129,0.46740950436870843
6948,0.5314747477742965
6962,0.527334422588517
6766,0.4641326102136244
7172,0.4566781534849026
5501,0.47236744311458667
6234,0.31004753677855523
6450,0.4502382714509662
5823,0.5065935490924193
5334,0.4997110725757087
6821,0.47121153805115534
5760,0.45544398838061206
6168,0.4880439192209579
5644,0.4615734454463333
6255,0.4923139055407528
6660,0.41140961942038623
5991,0.5313660555406362
5656,0.46516435533544964
6322,0.4525975944083772
6877,0.4442477106007101
4986,0.4661059545795212
5638,0.5109531551108393
5206,0.47337953837329294
5369,0.4489868838139416
5643,0.48357398520435146
5862,0.4635099650020188
6934,0.47380684665702144
7119,0.4715566891663736
5124,0.47770948942880787
4989,0.5221778093061895
6028,0.45227598041521766
5486,0.4917460857730286
5338,0.46975246174643515
6239,0.5414473422221515
5287,0.4812021496184816
6320,0.44208298191471684
5815,0.485325921241594
5154,0.48101654733866017
6490,0.29449700138794055
5942,0.42133535150763346
7085,0.4970909679524611
6959,0.4726755464116049
5086,0.4653898549737485
6758,0.481144025310404
5377,0.43290975273958077
6612,0.48425064021277453
5447,0.494282787444871
6727,0.5011921670584376
7147,0.49204680174216076
5158,0.5031094001043503
5147,0.30300213819223554
5015,0.4594946449962045
5346,0.42917346400358714
6415,0.5274521669314833
4990,0.442886181675184
6641,0.48545334206013835
7187,0.27279154051630783
5799,0.5221400083948236
7110,0.47325218203405184
5313,0.4623603578726744
7087,0.43967208205412167
5616,0.43012592784494685
6357,0.3127278712955879
5865,0.47473402179670887
5027,0.4182541404909036
5420,0.49400950170850166
6235,0.4566435696429991
5977,0.34249153354492834
6851,0.5048380063211191
5531,0.4694111396505216
6824,0.48548920153915154
6386,0.5125414527831407
5207,0.33629469149916014
6887,0.4461640469355951
5051,0.441534382797075
6502,0.4390503574894057
4962,0.4390503574894057
6552,0.4605950171501929
6044,0.4553285521964471
5906,0.4488425432129749
5561,0.4642391140975214
7115,0.5095195203018715
6605,0.48025953320468084
7250,0.4793125999013439
6875,0.5085812870914231
5773,0.48490301849571793
5365,0.4927418138865731
6010,0.46754630301766087
6399,0.318990829654478
6748,0.4843259992850052
6088,0.48534160877600396
7255,0.5097518173634086
6861,0.45327205867387876
5318,0.5079878900093636
5682,0.4660825803016534
7201,0.4660825803016534
6254,0.472646194126069
7072,0.4322219249154641
6312,0.2878504740537551
5241,0.4634437635459535
5953,0.4563531845930475
5072,0.4297890482881893
6970,0.29130706876922885
5774,0.4821784330663479
5382,0.30642959861448793
5469,0.5295307050892093
5772,0.4448656157548557
5527,0.4931711436071904
5169,0.45688297664071453
5526,0.43085348485663844
5931,0.4866069979786576
5731,0.5101404655954807
5651,0.3055955553220445
5569,0.45459383972537315
6402,0.46998190594829237
6753,0.3270320627959358
5585,0.2975167216222321
7046,0.32846915014568445
6486,0.2814357627675791
5893,0.27579901171087196
5868,0.4537501702532182
5281,0.4942960347745021
7100,0.47112992200051107
6866,0.4542752762825103
6436,0.506625050589934
5784,0.5467065717621284
5174,0.4757017197936858
6350,0.5053401096930152
5063,0.5825201740406399
6249,0.46968158319068654
5808,0.34079529337892034
6984,0.4689610527742525
6922,0.5056908204449668
5367,0.5056908204449668
6625,0.5015687827706913
5963,0.5213157567292486
6534,0.4927537037123083
6730,0.501804127594587
6054,0.5251570317572083
7295,0.5277041228393188
5878,0.44956640337632525
6655,0.48316736702957863
5956,0.43763519983212096
6926,0.4523391760170622
5140,0.4931010474808748
5520,0.44360903944261254
5110,0.3062825984964831
5681,0.3494389106182908
5698,0.2864533650261373
5210,0.4684910153546539
6059,0.45625647056542307
6569,0.46664400779415827
5428,0.44797861410482476
7230,0.3058261181638172
7221,0.47601659221951054
5005,0.5027219604169406
6464,0.4782822976496366
5034,0.4411535067694933
5304,0.42539531082874593
6871,0.47732779177394835
6956,0.4796631591415361
6495,0.43357093249338996
5363,0.5006852566398204
5634,0.4025933470217843
5850,0.47075312504386335
